train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_adversarial
30,9960;1,8950;39,7000;1,7725;32,2526;24,1200
46,0600;1,4903;44,5900;1,7281;42,3316;28,1600
55,4580;1,2511;63,7100;1,0412;47,9368;17,5700
60,4080;1,1146;66,3700;0,9659;52,5421;24,3500
64,2160;1,0132;70,9900;0,9177;51,2684;24,1200
67,0940;0,9347;70,2300;0,9359;59,1789;29,6900
69,0580;0,8764;76,8900;0,6602;60,9105;27,6600
70,9180;0,8297;78,7300;0,6383;65,2316;32,1100
72,4060;0,7844;80,4500;0,5911;67,0263;32,3100
73,6280;0,7509;79,8900;0,5654;60,1474;29,6900
74,7800;0,7207;80,3500;0,5751;63,5684;28,0400
75,9680;0,6866;83,0300;0,5059;66,9158;34,7400
76,2740;0,6750;81,5500;0,5442;68,6368;34,0200
77,1820;0,6489;85,1400;0,4467;68,4158;38,1900
78,4820;0,6157;86,7900;0,3797;71,3789;37,2700
78,8400;0,6007;86,4300;0,3921;74,5211;38,1200
79,4460;0,5870;84,9500;0,4410;73,6105;39,5100
80,0720;0,5654;86,3400;0,4150;69,0684;43,8200
80,5660;0,5534;87,0600;0,3817;68,9053;44,7600
81,0960;0,5330;86,9300;0,3710;73,2895;40,1900
81,6840;0,5195;88,8900;0,3275;72,6789;44,8400
81,8660;0,5123;88,9600;0,3432;72,4421;43,4900
82,4880;0,4939;89,7000;0,3267;74,9211;48,2500
83,2460;0,4759;89,7000;0,3127;76,2158;50,8700
83,3560;0,4743;90,4400;0,2814;79,4526;45,3900
83,9580;0,4582;90,3800;0,2984;74,3737;50,6300
84,6100;0,4333;90,2100;0,3006;75,1895;49,1900
84,7660;0,4277;90,8400;0,2810;76,3368;52,5900
85,2220;0,4169;91,2300;0,2735;77,3211;54,7200
85,5540;0,4076;90,6500;0,2997;74,5842;55,2400
86,2140;0,3888;91,4700;0,2774;78,0947;57,3500
86,3180;0,3897;91,9000;0,2571;78,4368;56,0300
86,9580;0,3720;92,3200;0,2368;79,6684;58,1900
87,1300;0,3652;92,0100;0,2408;79,0158;59,7300
87,4680;0,3600;92,6000;0,2207;79,7368;58,9300
87,7920;0,3472;92,6600;0,2240;78,4421;62,8300
88,0100;0,3423;92,7500;0,2244;78,2842;62,5600
88,2120;0,3332;93,0900;0,2129;80,2632;62,5300
88,6180;0,3233;92,9500;0,2296;80,0632;64,7200
88,7440;0,3211;93,1700;0,2178;80,0421;64,5300
88,8900;0,3155;93,2900;0,2082;80,9474;65,1300
89,1320;0,3067;93,7200;0,2043;80,1368;65,2800
89,4820;0,3014;93,7100;0,2100;80,8211;65,5700
89,5820;0,2989;93,7000;0,1993;80,6053;65,4400
89,5640;0,2966;93,7500;0,1995;80,9842;66,4100
89,7720;0,2935;93,9200;0,2022;80,8632;66,1700
89,8700;0,2897;93,7200;0,1998;81,1421;66,7500
89,7760;0,2875;93,8600;0,2053;80,9789;66,4600
89,9700;0,2876;93,8700;0,1969;80,9789;66,7900
90,1920;0,2823;93,8600;0,2131;81,0158;66,6200
