train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_adversarial
6,4953;4,4719;13,0000;4,1078;16,2737;8,8100
12,4753;4,3423;19,6500;3,7883;21,4474;11,0100
15,8533;4,2782;28,6100;3,7313;27,4947;11,4200
19,9633;4,1834;33,2300;3,4998;32,1789;12,5500
24,1120;4,1068;39,8200;3,3392;38,5947;12,7100
26,8973;4,0479;41,3000;3,2960;40,0158;12,0100
29,9960;3,9859;45,4300;3,0962;42,5947;11,8300
32,5073;3,9204;48,6200;3,0883;43,5526;13,3100
33,7347;3,9228;51,6500;2,9270;45,5158;13,6200
35,6813;3,8785;52,5600;3,0681;47,9579;12,4900
37,5227;3,8233;54,9100;2,8404;48,5316;12,7900
38,3213;3,8248;56,3000;3,0003;50,0263;13,7600
37,7980;3,8151;57,1500;2,7620;50,8000;14,2600
41,4607;3,7485;58,9800;2,7944;53,7947;14,0700
43,4433;3,6987;61,5900;2,5971;54,8947;15,5400
42,7300;3,7021;60,5200;2,7618;53,9842;14,6900
43,6720;3,7036;62,3800;2,7405;57,0842;15,7600
47,9653;3,6118;64,2200;2,4966;56,2947;15,1600
47,6360;3,6321;65,0400;2,5163;58,8421;15,6800
45,8680;3,6125;65,5000;2,6080;57,1684;16,5300
46,8207;3,6241;65,9800;2,5314;58,2789;17,4700
47,4160;3,5668;67,1100;2,4856;58,1000;16,9700
49,8940;3,5328;67,6600;2,4808;59,2895;17,5500
50,2073;3,5683;67,6500;2,5380;59,6526;17,6300
52,8127;3,4953;67,9900;2,4450;59,6105;17,6100
38,8500;3,7490;56,3100;2,8414;48,5105;12,2800
39,1613;3,7871;57,3800;2,8298;52,9211;13,4900
41,3273;3,7160;59,1200;2,6327;52,1684;13,9500
43,8780;3,7042;61,0500;2,8119;52,6263;15,3300
43,8733;3,6890;61,0500;2,8117;52,9053;14,9300
44,9780;3,6420;62,2100;2,6445;52,9000;15,0700
46,1933;3,5998;60,5200;2,8690;48,3158;15,2200
47,0280;3,5863;65,3300;2,5242;54,6842;15,4600
47,0933;3,6031;64,7600;2,5238;53,4526;16,0700
46,9287;3,5892;65,9400;2,4638;56,6895;15,9800
48,7153;3,6097;65,0300;2,5547;59,4421;16,7300
48,6733;3,5518;65,1300;2,7479;56,4789;16,0500
45,6933;3,5800;66,5500;2,4940;56,1263;16,1800
49,5973;3,5543;67,5800;2,5615;58,5263;16,8800
48,2287;3,5617;67,9800;2,4093;59,8842;17,4900
51,4307;3,4930;66,2800;2,3963;56,7526;17,2600
49,6173;3,5388;68,7400;2,3484;57,8211;18,9600
53,0607;3,4776;68,5400;2,3802;59,2158;18,4100
